day,busid,Travelto118,Dwell118,Travelto64,Dwell64,Travelto78,Dwell78,Travelto76,Dwell76
2015-02-10,660,,0,,,,,,86
2015-02-10,660,,,,,,,,76
2015-02-10,660,346,36,78,58,90,34,398,4
2015-02-10,660,,,,,,,,108
2015-02-10,660,374,80,106,52,82,32,338,2
2015-02-10,660,,,,,,,,88
2015-02-10,660,348,40,60,78,114,38,390,2
2015-02-10,660,,,,,,,,242
2015-02-10,660,530,40,78,92,132,38,424,62
2015-02-10,660,,,,,,,
2015-02-12,660,,68,92,72,100,36,306,4
2015-02-12,660,,,,,,,,518
2015-02-12,660,786,50,70,58,86,36,378,2
2015-02-12,660,,,,,,,,190
2015-02-12,660,474,34,54,62,92,34,322,4
2015-02-12,660,,,,,,,,222
2015-02-12,660,466,30,54,52,84,34,326,2
2015-02-12,660,,,,,,,,214
2015-02-12,660,798,96,170,120,153,47,413,2
2015-02-12,660,712,28,52,48,72,34,334,2
2015-02-12,660,,,,,,,,170
2015-02-12,660,460,32,56,40,68,28,338,4
2015-02-12,660,,,,,,,,332
2015-02-12,660,680,42,64,62,88,30,318,4
2015-02-12,660,,,,,,,,243
2015-02-12,660,594,98,163,73,111,42,324,2
2015-02-12,660,938,40,60,58,92,32,300,2
2015-02-12,660,,,,,,,,120
2015-02-12,660,456,20,44,38,66,34,378,14
2015-02-12,660,,,,,,,,70
2015-02-12,660,316,46,68,85,112,42,382,2
2015-02-12,660,,,,,,,,82
2015-02-12,660,399,125,151,40,66,26,268,2
2015-02-12,660,,,,,,,,238
2015-02-12,660,532,40,59,50,75,27,271,2
2015-02-12,660,,,,,,,,88
2015-02-12,660,466,36,68,40,70,26,422,38
2015-02-12,660,,,,,,,,36
2015-02-12,660,344,70,102,52,80,38,418,2
2015-02-12,660,,,,,,,,78
2015-02-12,660,360,48,72,50,78,32,292,2
2015-02-12,660,,,,,,,,58
2015-02-12,660,380,44,64,56,84,42,402,16
2015-02-12,660,,,,,,,,110
2015-02-12,660,460,96,152,154,192,18,494,2
2015-02-12,660,708,78,120,42,76,32,336,4
2015-02-12,660,,,,,,,
2015-02-18,660,,20,46,44,80,16,,280
2015-02-18,660,694,32,52,28,60,24,,
2015-02-18,660,,,,12,,,,398
2015-02-18,660,766,30,52,34,68,36,384,414
2015-02-18,660,804,68,94,78,110,40,464,6
2015-02-18,660,846,40,58,54,86,36,414,12
2015-02-18,660,,,,,,,,214
2015-02-18,660,606,30,62,54,84,36,,446
2015-02-18,660,756,17,39,39,71,19,319,19
2015-02-18,660,,,,,,,,157
2015-02-18,660,458,30,52,50,84,36,322,6
2015-02-18,660,,,,,,,,244
2015-02-18,660,740,70,102,40,74,30,310,2
2015-02-18,660,,,,,,,,176
2015-02-18,660,510,28,48,36,68,18,290,4
2015-02-18,660,,,,,,,,307
2015-02-18,660,608,42,80,146,184,84,,
2015-02-18,660,,23,,,,,,4
2015-02-18,660,1176,36,70,66,98,38,378,66
2015-02-18,660,,,,,,,,227
2015-02-18,660,549,32,52,76,112,30,350,2
2015-02-18,660,,,,,,,,144
2015-02-18,660,454,28,48,28,60,30,354,14
2015-02-18,660,,,,,,,,208
2015-02-18,660,572,20,48,48,74,16,350,38
2015-02-18,660,,,,,,,,445
2015-02-18,660,741,93,165,101,136,42,374,2
2015-02-18,660,,,,,,,,248
2015-02-18,660,534,40,60,58,86,36,362,2
2015-02-18,660,,,,,,,,170
2015-02-18,660,476,46,72,160,198,20,322,4
2015-02-18,660,,,,,,,,112
2015-02-18,660,421,141,219,92,128,44,350,2
2015-02-18,660,,,,,,,,216
2015-02-18,660,458,38,60,48,81,35,373,18
2015-02-18,660,,,,,,,,148
2015-02-18,660,416,38,58,66,96,28,316,2
2015-02-18,660,,,,,,,,210
2015-02-18,660,471,33,57,92,130,34,356,4
2015-02-18,660,,,,,,,,182
2015-02-18,660,576,48,70,74,100,30,322,4
2015-02-18,660,,,,,,,,104
2015-02-18,660,440,44,68,56,88,16,342,2
2015-02-18,660,,,,,,,,164
2015-02-18,660,426,86,108,52,82,58,364,2
2015-02-18,660,,,,,,,,284
2015-02-18,660,640,40,62,57,92,34,466,16
2015-02-18,660,,,,,,,
2015-02-23,660,,,,,,,,400
2015-02-23,660,682,26,44,62,95,33,,
2015-02-23,660,,,,10,,,,328
2015-02-23,660,668,32,52,32,62,26,,296
2015-02-23,660,660,34,54,42,70,30,304,6
2015-02-23,660,870,62,86,72,114,32,546,442
2015-02-23,660,814,40,62,52,86,28,316,2
2015-02-23,660,,,,,,,,250
2015-02-23,660,584,54,100,80,116,24,622,442
2015-02-23,660,804,30,50,38,76,20,285,1
2015-02-23,660,,,,,,,,172
2015-02-23,660,464,40,60,50,92,46,406,2
2015-02-23,660,,,,,,,,132
2015-02-23,660,648,100,172,38,66,38,398,472
2015-02-23,660,864,26,48,36,74,28,354,2
2015-02-23,660,,,,,,,,214
2015-02-23,660,604,36,58,159,212,58,452,82
2015-02-23,660,,,,,,,,187
2015-02-23,660,550,45,76,142,178,87,405,2
2015-02-23,660,960,32,54,62,94,38,384,14
2015-02-23,660,,,,,,,,202
2015-02-23,660,512,105,259,66,108,20,332,2
2015-02-23,660,918,24,46,65,95,30,636,557
2015-02-23,660,1088,88,116,115,153,37,399,697
2015-02-23,660,1065,31,51,37,66,43,353,39
2015-02-23,660,,,,,,,,147
2015-02-23,660,563,118,144,136,172,24,396,486
2015-02-23,660,804,62,90,92,126,48,447,65
2015-02-23,660,,,,,,,,180
2015-02-23,660,596,42,66,38,70,18,332,2
2015-02-23,660,,,,,,,,162
2015-02-23,660,612,36,68,54,86,38,410,2
2015-02-23,660,956,34,60,82,114,68,,
2015-02-23,660,,22,,,,,,2
2015-02-23,660,,,,,,,,364
2015-02-23,660,760,52,74,34,62,32,426,2
2015-02-23,660,,,,,,,,180
2015-02-23,660,582,34,60,38,70,34,364,4
2015-02-23,660,910,36,64,54,97,39,419,4
2015-02-23,660,1004,68,92,56,88,48,442,56
2015-02-23,660,,,,,,,
2015-02-25,660,,,,,,,,320
2015-02-25,660,664,30,48,46,74,26,,
2015-02-25,660,,,,10,,,,410
2015-02-25,660,724,18,40,30,56,24,,400
2015-02-25,660,690,30,68,62,92,12,302,564
2015-02-25,660,924,90,110,70,106,43,370,2
2015-02-25,660,936,44,70,38,70,26,350,2
2015-02-25,660,,,,,,,,230
2015-02-25,660,552,48,68,58,92,26,282,26
2015-02-25,660,,,,,,,,374
2015-02-25,660,684,24,44,28,60,18,,244
2015-02-25,660,568,52,76,63,95,36,408,2
2015-02-25,660,1099,84,130,34,60,32,288,1
2015-02-25,660,,,,,,,,167
2015-02-25,660,526,24,43,60,90,36,286,2
2015-02-25,660,,,,,,,,281
2015-02-25,660,632,50,82,160,200,78,382,2
2015-02-25,660,,,,,,,,179
2015-02-25,660,510,42,62,92,126,64,376,2
2015-02-25,660,,,,,,,,254
2015-02-25,660,570,32,52,66,94,54,468,42
2015-02-25,660,,,,,,,,290
2015-02-25,660,626,34,56,36,66,28,376,28
2015-02-25,660,,,,,,,,300
2015-02-25,660,662,39,58,52,86,32,370,14
2015-02-25,660,,,,,,,,142
2015-02-25,660,459,74,107,99,125,49,375,978
2015-02-25,660,1326,34,52,32,62,40,424,28
2015-02-25,660,,,,,,,,162
2015-02-25,660,510,58,84,144,186,37,548,2
2015-02-25,660,763,71,93,98,136,44,376,73
2015-02-25,660,,,,,,,,146
2015-02-25,660,438,36,58,56,82,32,280,2
2015-02-25,660,,,,,,,,178
2015-02-25,660,428,34,60,48,76,42,372,2
2015-02-25,660,,,,,,,,220
2015-02-25,660,582,38,66,106,138,58,582,2
2015-02-25,660,,,,,,,,168
2015-02-25,660,484,38,58,50,76,34,356,2
2015-02-25,660,,,,,,,,186
2015-02-25,660,438,32,54,62,92,30,336,2
2015-02-25,660,,,,,,,,222
2015-02-25,660,472,30,52,70,113,35,389,2
2015-02-25,660,,,,,,,,230
2015-02-25,660,584,70,93,57,113,38,382,2
2015-02-25,660,,,,,,,
2015-03-02,660,,24,44,44,78,28,,
2015-03-02,660,,,,8,,,,225
2015-03-02,660,598,26,48,28,58,31,,246
2015-03-02,660,568,26,52,46,78,24,332,2
2015-03-02,660,892,38,60,92,130,38,360,634
2015-03-02,660,1007,33,57,68,132,34,330,12
2015-03-02,660,,,,,,,,160
2015-03-02,660,516,46,68,72,102,32,358,2
2015-03-02,660,,,,,,,,222
2015-03-02,660,498,24,44,33,66,18,342,2
2015-03-02,660,,,,,,,,298
2015-03-02,660,670,62,136,64,102,38,376,4
2015-03-02,660,1136,105,136,34,70,22,,124
2015-03-02,660,450,24,50,40,70,28,303,1
2015-03-02,660,,,,,,,,304
2015-03-02,660,654,44,131,108,153,52,378,4
2015-03-02,660,,,,,,,,380
2015-03-02,660,789,38,64,81,113,44,364,4
2015-03-02,660,1024,32,52,48,82,34,348,2
2015-03-02,660,,,,,,,,118
2015-03-02,660,414,30,52,36,64,30,320,2
2015-03-02,660,,,,,,,,134
2015-03-02,660,446,26,47,42,69,29,322,4
2015-03-02,660,,,,,,,,191
2015-03-02,660,509,116,137,106,140,44,399,1
2015-03-02,660,1278,23,46,64,91,37,301,4
2015-03-02,660,,,,,,,,170
2015-03-02,660,526,58,86,150,184,40,368,4
2015-03-02,660,1014,68,90,146,182,64,482,2
2015-03-02,660,886,42,68,38,70,23,354,3
2015-03-02,660,,,,,,,,214
2015-03-02,660,656,40,66,64,96,42,404,2
2015-03-02,660,1064,54,96,56,92,52,473,1
2015-03-02,660,,,,,,,,258
2015-03-02,660,716,52,74,42,76,40,408,44
2015-03-02,660,998,48,70,36,72,34,388,2
2015-03-02,660,904,38,60,42,84,50,402,3
2015-03-02,660,956,64,86,60,102,56,476,56
2015-03-02,660,,,,,,,
2015-03-10,660,,,,,,,,348
2015-03-10,660,680,34,56,48,82,42,,60
2015-03-10,660,336,18,40,28,60,34,,276
2015-03-10,660,572,28,54,26,260,14,292,2
2015-03-10,660,724,44,66,48,78,32,356,4
2015-03-10,660,908,42,64,58,94,34,,186
2015-03-10,660,508,29,49,42,76,36,362,10
2015-03-10,660,,,,,,,,158
2015-03-10,660,462,24,50,38,68,40,332,2
2015-03-10,660,,,,,,,,152
2015-03-10,660,456,41,71,89,124,32,369,2
2015-03-10,660,1224,81,132,31,58,33,379,32
2015-03-10,660,,,,,,,,247
2015-03-10,660,592,29,52,30,59,19,,120
2015-03-10,660,406,31,64,42,76,32,371,9
2015-03-10,660,,,,,,,,294
2015-03-10,660,698,120,188,170,204,42,440,406
2015-03-10,660,748,64,118,32,64,26,310,30
2015-03-10,660,,,,,,,,182
2015-03-10,660,494,28,50,36,66,30,272,2
2015-03-10,660,,,,,,,,200
2015-03-10,660,518,46,66,46,84,28,400,16
2015-03-10,660,,,,,,,,242
2015-03-10,660,925,84,104,82,114,34,346,2
2015-03-10,660,984,33,54,40,80,20,322,2
2015-03-10,660,,,,,,,,126
2015-03-10,660,358,20,40,64,90,16,304,2
2015-03-10,660,,,,,,,,125
2015-03-10,660,565,89,178,178,204,30,351,75
2015-03-10,660,,,,,,,,112
2015-03-10,660,348,32,52,40,66,30,258,2
2015-03-10,660,,,,,,,,178
2015-03-10,660,426,30,50,32,58,30,266,4
2015-03-10,660,,,,,,,,156
2015-03-10,660,542,56,82,94,126,42,428,2
2015-03-10,660,,,,,,,,195
2015-03-10,660,691,82,100,36,62,32,326,2
2015-03-10,660,,,,,,,,162
2015-03-10,660,442,18,44,30,56,26,324,2
2015-03-10,660,,,,,,,,213
2015-03-10,660,493,32,52,40,66,40,363,2
2015-03-10,660,,,,,,,,151
2015-03-10,660,572,39,59,69,93,34,304,2
2015-03-10,660,,,,,,,
2015-03-12,660,,,,,,,,258
2015-03-12,660,638,33,52,54,86,32,,
2015-03-12,660,,,,10,,,,248
2015-03-12,660,568,28,50,28,58,30,,138
2015-03-12,660,438,26,48,30,62,24,332,2
2015-03-12,660,912,30,50,52,86,32,326,2
2015-03-12,660,1078,58,80,60,98,32,358,30
2015-03-12,660,,,,,,,,116
2015-03-12,660,466,32,54,46,78,20,318,26
2015-03-12,660,,,,,,,,187
2015-03-12,660,473,28,52,40,74,32,354,2
2015-03-12,660,,,,,,,,114
2015-03-12,660,462,38,100,72,108,34,372,645
2015-03-12,660,1010,80,120,32,74,32,334,140
2015-03-12,660,1160,26,48,38,78,26,346,3
2015-03-12,660,,,,,,,,142
2015-03-12,660,436,32,82,48,82,34,414,15
2015-03-12,660,,,,,,,,90
2015-03-12,660,436,40,76,111,149,38,372,76
2015-03-12,660,,,,,,,,165
2015-03-12,660,525,34,74,38,66,32,316,2
2015-03-12,660,,,,,,,,150
2015-03-12,660,492,30,50,28,58,42,396,12
2015-03-12,660,,,,,,,,188
2015-03-12,660,568,66,86,61,96,49,327,693
2015-03-12,660,1209,58,102,46,78,37,400,2
2015-03-12,660,1150,36,66,58,90,42,390,2
2015-03-12,660,,,,,,,,308
2015-03-12,660,714,40,64,86,120,41,360,2
2015-03-12,660,,,,,,,,304
2015-03-12,660,772,106,168,56,88,44,468,4
2015-03-12,660,726,48,74,38,68,34,388,50
2015-03-12,660,,,,,,,,334
2015-03-12,660,768,38,66,38,72,42,400,2
2015-03-12,660,,,,,,,,164
2015-03-12,660,522,44,76,46,80,32,562,44
2015-03-12,660,,,,,,,,172
2015-03-12,660,510,42,64,38,72,38,430,36
2015-03-12,660,,,,,,,,297
2015-03-12,660,614,48,70,28,64,32,404,2
2015-03-12,660,998,48,72,40,74,30,384,4
2015-03-12,660,988,38,62,36,66,39,368,2
2015-03-12,660,,,,,,,
2015-03-23,660,,,,,,,,352
2015-03-23,660,676,18,40,44,80,30,,226
2015-03-23,660,590,18,38,44,72,28,,232
2015-03-23,660,548,30,50,32,62,26,,198
2015-03-23,660,523,37,73,67,102,33,527,443
2015-03-23,660,779,43,64,42,72,26,298,12
2015-03-23,660,,,,,,,,122
2015-03-23,660,396,34,54,66,98,38,376,10
2015-03-23,660,,,,,,,,128
2015-03-23,660,478,18,38,26,56,96,374,10
2015-03-23,660,,,,,,,,240
2015-03-23,660,580,34,56,50,84,36,394,14
2015-03-23,660,,,,,,,,208
2015-03-23,660,624,70,124,32,62,16,322,4
2015-03-23,660,,,,,,,,130
2015-03-23,660,488,26,46,36,68,30,362,2
2015-03-23,660,,,,,,,,140
2015-03-23,660,426,30,54,124,172,40,384,68
2015-03-23,660,,,,,,,,186
2015-03-23,660,472,30,52,90,120,34,368,54
2015-03-23,660,,,,,,,,126
2015-03-23,660,446,48,70,56,90,34,346,12
2015-03-23,660,,,,,,,,280
2015-03-23,660,578,28,54,54,88,30,290,2
2015-03-23,660,,,,,,,,146
2015-03-23,660,464,32,56,52,86,36,412,12
2015-03-23,660,,,,,,,,212
2015-03-23,660,603,85,135,90,122,20,422,16
2015-03-23,660,1216,22,46,38,70,34,304,2
2015-03-23,660,,,,,,,,148
2015-03-23,660,462,46,72,136,170,20,516,564
2015-03-23,660,952,78,114,112,144,54,540,12
2015-03-23,660,,,,,,,,120
2015-03-23,660,440,40,74,64,98,36,382,2
2015-03-23,660,,,,,,,,96
2015-03-23,660,498,46,82,60,96,42,432,2
2015-03-23,660,,,,,,,,225
2015-03-23,660,607,50,78,86,124,58,556,2
2015-03-23,660,1180,2,118,40,74,32,424,2
2015-03-23,660,,,,,,,,115
2015-03-23,660,511,27,55,36,68,33,434,548
2015-03-23,660,860,46,67,59,88,35,457,574
2015-03-23,660,896,38,59,39,70,49,482,46
2015-03-23,660,,,,,,,
2015-04-14,660,,,,,,,,150
2015-04-14,660,528,32,56,42,74,36,,164
2015-04-14,660,458,16,38,28,60,30,370,12
2015-04-14,660,,,,,,,,224
2015-04-14,660,534,18,38,32,66,29,336,14
2015-04-14,660,,,,,,,,218
2015-04-14,660,510,40,70,44,78,29,332,2
2015-04-14,660,956,46,66,86,118,38,340,2
2015-04-14,660,,,,,,,,104
2015-04-14,660,484,18,40,34,66,32,,258
2015-04-14,660,520,26,44,40,82,30,308,2
2015-04-14,660,,,,,,,,174
2015-04-14,660,548,38,62,84,120,54,394,659
2015-04-14,660,1123,68,97,38,70,28,320,14
2015-04-14,660,,,,,,,,68
2015-04-14,660,426,36,54,28,60,30,394,30
2015-04-14,660,,,,,,,,210
2015-04-14,660,602,40,102,52,84,32,446,38
2015-04-14,660,,,,,,,,129
2015-04-14,660,477,76,136,140,178,53,409,2
2015-04-14,660,869,51,73,48,84,36,394,14
2015-04-14,660,,,,,,,,202
2015-04-14,660,514,28,72,34,64,16,304,26
2015-04-14,660,,,,,,,,274
2015-04-14,660,565,34,57,47,84,40,380,2
2015-04-14,660,1240,92,150,54,88,40,396,4
2015-04-14,660,1126,24,48,46,82,30,378,4
2015-04-14,660,,,,,,,,162
2015-04-14,660,468,34,52,60,88,16,326,2
2015-04-14,660,,,,,,,,140
2015-04-14,660,594,2,188,174,202,14,332,2
2015-04-14,660,762,36,56,43,70,32,326,5
2015-04-14,660,,,,,,,,158
2015-04-14,660,430,32,52,46,72,18,332,4
2015-04-14,660,,,,,,,,170
2015-04-14,660,450,34,82,92,126,40,462,2
2015-04-14,660,,,,,,,,78
2015-04-14,660,452,58,96,38,64,28,372,38
2015-04-14,660,,,,,,,,124
2015-04-14,660,348,20,42,54,82,24,366,34
2015-04-14,660,,,,,,,,144
2015-04-14,660,368,42,64,64,90,30,386,32
2015-04-14,660,,,,,,,,192
2015-04-14,660,578,56,96,40,96,32,388,36
2015-04-14,660,,,,,,,
2015-04-16,660,,62,80,42,84,34,398,2
2015-04-16,660,500,36,78,56,90,26,354,2
2015-04-16,660,,,,,,,,74
2015-04-16,660,410,56,86,51,86,32,344,2
2015-04-16,660,,,,,,,,104
2015-04-16,660,436,22,44,38,68,32,462,14
2015-04-16,660,,,,,,,,170
2015-04-16,660,534,74,108,98,136,44,414,2
2015-04-16,660,,,,,,,,80
2015-04-16,660,426,58,78,30,56,30,386,32
2015-04-16,660,,,,,,,,182
2015-04-16,660,446,24,42,272,302,30,300,2
2015-04-16,660,,,,,,,,128
2015-04-16,660,390,46,68,176,208,14,312,2
2015-04-16,660,,,,,,,,160
2015-04-16,660,474,96,132,118,160,38,377,3
2015-04-16,660,,,,,,,,133
2015-04-16,660,392,60,105,241,275,34,412,12
2015-04-16,660,,,,,,,,73
2015-04-16,660,351,36,60,31,58,17,362,12
2015-04-16,660,,,,,,,,94
2015-04-16,660,394,46,78,88,122,58,486,14
2015-04-16,660,,,,,,,,66
2015-04-16,660,362,58,80,28,58,32,334,32
2015-04-16,660,,,,,,,,94
2015-04-16,660,372,34,90,52,80,28,326,12
2015-04-16,660,,,,,,,,34
2015-04-16,660,342,38,60,46,76,30,416,2
2015-04-16,660,,,,,,,,102
2015-04-16,660,412,74,94,50,76,28,446,4
2015-04-16,660,,,,,,,,90
2015-04-16,660,364,24,44,44,78,16,330,2
2015-04-16,660,,,,,,,,28
2015-04-16,660,290,28,48,48,78,32,434,16
2015-04-16,660,,,,,,,,108
2015-04-16,660,408,78,102,74,106,32,436,56
2015-04-16,660,,,,,,,,50
2015-04-16,660,324,102,140,34,70,30,468,78
2015-04-16,660,,,,,,,
2015-04-21,660,,,,,,,,309
2015-04-21,660,600,28,48,43,77,32,,116
2015-04-21,660,422,26,46,24,51,29,,113
2015-04-21,660,428,26,54,24,55,16,282,1
2015-04-21,660,958,34,54,40,68,32,352,13
2015-04-21,660,957,40,60,71,127,37,378,16
2015-04-21,660,,,,,,,,93
2015-04-21,660,357,19,39,33,63,32,,101
2015-04-21,660,377,31,49,29,59,34,323,0
2015-04-21,660,,,,,,,,91
2015-04-21,660,428,32,53,85,117,35,455,638
2015-04-21,660,946,71,154,37,70,30,332,1
2015-04-21,660,,,,,,,,155
2015-04-21,660,539,28,49,35,66,35,352,43
2015-04-21,660,,,,,,,,60
2015-04-21,660,381,41,62,35,69,35,316,1
2015-04-21,660,,,,,,,,313
2015-04-21,660,665,46,82,132,167,30,509,531
2015-04-21,660,873,30,59,47,81,27,326,2
2015-04-21,660,,,,,,,,111
2015-04-21,660,385,31,55,37,68,28,353,31
2015-04-21,660,,,,,,,,272
2015-04-21,660,568,39,61,50,81,28,397,31
2015-04-21,660,,,,,,,,195
2015-04-21,660,779,72,132,43,71,34,382,759
2015-04-21,660,1065,30,53,47,,,,
2015-04-21,660,,,,47,78,30,323,2
2015-04-21,660,,,,,,,,334
2015-04-21,660,596,47,68,73,104,30,428,43
2015-04-21,660,,,,,,,,213
2015-04-21,660,902,76,99,155,188,15,455,3
2015-04-21,660,511,40,64,49,79,31,366,3
2015-04-21,660,,,,,,,,65
2015-04-21,660,341,50,70,48,79,13,375,1
2015-04-21,660,,,,,,,,258
2015-04-21,660,545,54,90,55,92,33,570,3
2015-04-21,660,,,,,,,,207
2015-04-21,660,564,71,100,31,63,42,401,3
2015-04-21,660,,,,,,,,140
2015-04-21,660,546,46,70,55,87,35,308,1
2015-04-21,660,934,38,63,42,75,40,401,1
2015-04-21,660,998,48,72,58,111,52,482,57
2015-04-21,660,,,,,,,
2015-04-22,660,,,,,,,,264
2015-04-22,660,600,20,47,42,77,28,,201
2015-04-22,660,473,26,45,32,63,14,345,22
2015-04-22,660,,,,,,,,231
2015-04-22,660,548,29,49,29,249,14,300,3
2015-04-22,660,741,46,67,61,94,29,298,3
2015-04-22,660,906,51,70,37,68,28,307,11
2015-04-22,660,,,,,,,,127
2015-04-22,660,482,58,79,64,97,36,315,3
2015-04-22,660,1053,37,70,30,59,29,409,12
2015-04-22,660,,,,,,,,83
2015-04-22,660,402,30,52,57,93,30,318,2
2015-04-22,660,,,,,,,,166
2015-04-22,660,495,65,85,40,71,28,323,2
2015-04-22,660,,,,,,,,169
2015-04-22,660,521,,,,,,,
2015-04-22,660,521,30,49,33,66,29,298,2
2015-04-22,660,,,,,,,,210
2015-04-22,660,583,38,60,95,126,52,398,3
2015-04-22,660,1321,39,64,77,115,56,364,1
2015-04-22,660,1079,43,66,51,88,46,392,3
2015-04-22,660,,,,,,,,167
2015-04-22,660,453,48,69,66,102,23,348,2
2015-04-22,660,,,,,,,,152
2015-04-22,660,460,41,61,51,82,40,363,3
2015-04-22,660,,,,,,,,162
2015-04-22,660,492,67,106,53,90,34,373,4
2015-04-22,660,1471,39,61,33,68,33,285,3
2015-04-22,660,,,,,,,,138
2015-04-22,660,471,42,79,111,153,37,403,2
2015-04-22,660,,,,,,,,108
2015-04-22,660,419,55,78,78,120,44,412,3
2015-04-22,660,,,,,,,,106
2015-04-22,660,404,35,58,54,86,22,327,2
2015-04-22,660,,,,,,,,199
2015-04-22,660,529,39,62,,,,,
2015-04-22,660,,,62,45,76,33,299,1
2015-04-22,660,,,,,,,,171
2015-04-22,660,523,38,61,46,81,33,884,412
2015-04-22,660,681,36,63,39,70,39,440,11
2015-04-22,660,,,,,,,,157
2015-04-22,660,450,41,62,40,68,29,379,11
2015-04-22,660,,,,,,,,265
2015-04-22,660,557,53,73,52,81,37,321,12
2015-04-22,660,,,,,,,,130
2015-04-22,660,432,53,76,51,84,37,402,12
2015-04-22,660,,,,,,,
2015-04-28,660,,,,,,,,214
2015-04-28,660,527,34,53,45,76,30,,175
2015-04-28,660,474,34,53,27,56,35,,124
2015-04-28,660,407,29,49,32,62,25,272,3
2015-04-28,660,952,38,85,50,84,35,317,3
2015-04-28,660,1012,49,75,67,98,31,334,3
2015-04-28,660,,,,,,,,191
2015-04-28,660,460,28,50,60,90,35,331,1
2015-04-28,660,,,,,,,,100
2015-04-28,660,382,30,71,41,73,29,331,35
2015-04-28,660,,,,,,,,173
2015-04-28,660,566,43,64,72,107,40,298,2
2015-04-28,660,962,59,111,33,68,27,,
2015-04-28,660,,13,,,,,,2
2015-04-28,660,,,,,,,,128
2015-04-28,660,437,30,50,38,74,32,338,3
2015-04-28,660,,,,,,,,121
2015-04-28,660,471,35,64,47,80,27,333,1
2015-04-28,660,,,,,,,,384
2015-04-28,660,773,70,108,120,158,39,402,509
2015-04-28,660,833,35,59,41,79,29,373,24
2015-04-28,660,,,,,,,,258
2015-04-28,660,615,29,55,36,67,32,286,1
2015-04-28,660,,,,,,,,108
2015-04-28,660,485,35,54,48,79,33,378,42
2015-04-28,660,,,,,,,,214
2015-04-28,660,599,86,124,68,104,35,379,928
2015-04-28,660,1263,37,58,46,78,25,367,8
2015-04-28,660,,,,,,,,139
2015-04-28,660,368,31,55,71,100,26,319,40
2015-04-28,660,,,,,,,,164
2015-04-28,660,594,108,162,99,127,33,338,63
2015-04-28,660,,,,,,,,162
2015-04-28,660,404,30,50,35,63,24,339,34
2015-04-28,660,,,,,,,,182
2015-04-28,660,415,29,48,31,58,32,362,32
2015-04-28,660,,,,,,,,184
2015-04-28,660,493,33,53,65,93,35,599,2
2015-04-28,660,,,,,,,,134
2015-04-28,660,487,73,98,37,64,26,381,1
2015-04-28,660,,,,,,,,155
2015-04-28,660,424,23,52,30,61,32,339,30
2015-04-28,660,,,,,,,,186
2015-04-28,660,429,26,51,44,71,27,322,35
2015-04-28,660,,,,,,,,175
2015-04-28,660,479,64,85,44,73,34,318,43
2015-04-28,660,,,,,,,
2015-05-07,660,,,,,,,,438
2015-05-07,660,780,29,48,44,77,32,,158
2015-05-07,660,461,28,47,24,54,26,326,16
2015-05-07,660,,,,,,,,98
2015-05-07,660,404,20,40,32,64,29,361,9
2015-05-07,660,,,,,,,,91
2015-05-07,660,396,28,50,39,73,32,320,1
2015-05-07,660,,,,,,,,143
2015-05-07,660,402,79,98,32,62,29,340,26
2015-05-07,660,,,,,,,,130
2015-05-07,660,461,58,131,58,95,39,365,3
2015-05-07,660,,,,,,,,128
2015-05-07,660,444,26,46,34,70,31,371,1
2015-05-07,660,,,,,,,,65
2015-05-07,660,396,27,49,48,81,26,333,3
2015-05-07,660,,,,,,,,137
2015-05-07,660,466,29,55,44,76,31,375,39
2015-05-07,660,,,,,,,,117
2015-05-07,660,446,34,65,32,66,31,347,2
2015-05-07,660,,,,,,,,164
2015-05-07,660,534,24,76,39,75,27,396,1
2015-05-07,660,,,,,,,,172
2015-05-07,660,475,65,84,28,61,32,408,15
2015-05-07,660,,,,,,,,169
2015-05-07,660,460,24,163,35,68,36,367,2
2015-05-07,660,,,,,,,,197
2015-05-07,660,470,41,86,41,76,33,423,4
2015-05-07,660,,,,,,,,125
2015-05-07,660,495,78,111,37,66,35,394,2
2015-05-07,660,,,,,,,,126
2015-05-07,660,447,59,133,26,57,20,408,2
2015-05-07,660,,,,,,,,31
2015-05-07,660,360,28,45,56,84,26,429,4
2015-05-07,660,,,,,,,,201
2015-05-07,660,501,58,84,40,74,27,492,2
2015-05-07,660,,,,,,,,186
2015-05-07,660,571,122,191,40,73,24,356,2
2015-05-07,660,,,,,,,,130
2015-05-07,660,484,36,80,36,63,17,410,40
2015-05-07,660,,,,,,,,189
2015-05-07,660,501,34,56,48,81,27,411,37
2015-05-07,660,,,,,,,,181
2015-05-07,660,493,33,57,84,117,26,369,82
2015-05-07,660,,,,,,,,31
2015-05-07,660,263,25,42,27,61,16,314,19
2015-05-07,660,,,,,,,,189
2015-05-07,660,448,46,65,39,72,27,313,1
2015-05-07,660,,,,,,,
2015-01-20,661,,32,54,60,90,34,,
2015-01-20,661,,,,8,,,,390
2015-01-20,661,730,16,44,26,52,24,,122
2015-01-20,661,450,16,36,34,62,26,348,536
2015-01-20,661,938,30,52,46,74,28,486,222
2015-01-20,661,642,66,113,76,107,36,389,33
2015-01-20,661,,,,,,,,176
2015-01-20,661,496,30,50,42,72,37,350,11
2015-01-20,661,,,,,,,,280
2015-01-20,661,684,34,56,46,76,26,374,592
2015-01-20,661,916,36,60,94,138,48,408,2
2015-01-20,661,1105,85,144,18,53,25,318,668
2015-01-20,661,1060,28,52,24,56,30,328,2
2015-01-20,661,,,,,,,,58
